FIELD,P/F,WELL,DATE,WHP,WHT,Tr,Ɣw,Pr,Pr-Pb,Reservoir,Tubing_type,WC,I.GAS,D/S,BFPD,BOPD
October,G,G-4 ST1,9-Mar-04,175,138,254,1.11,2605,922,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.7,1270,2563,564
October,G,G-4 ST1,10-Mar-04,183,140,254,1.11,2605,922,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),77,3.7,1270,2641,607
October,G,G-4 ST1,9-May-04,190,150,254,1.11,2583,900,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),77,3.8,1276,2813,647
October,G,G-4 ST1,24-Jun-04,153,153,254,1.11,2575,892,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,4,1275,3183,700
October,G,G-4 ST1,4-Jul-04,165,148,254,1.11,2576,893,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),77,3.5,1265,2580,593
October,G,G-4 ST1,5-Jul-04,155,147,254,1.11,2576,893,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),77,3.6,1272,2660,612
October,G,G-4 ST1,10-Jan-05,125,158,254,1.11,2579,896,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,2.7,1264,2946,648
October,G,G-4 ST1,11-Jan-05,130,158,254,1.11,2579,896,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.7,1266,2895,637
October,G,G-4 ST1,23-Nov-05,123,166,254,1.11,2583,900,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,4.5,1304,4576,824
October,G,G-4 ST1,4-Dec-05,153,157,254,1.11,2584,901,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,4.5,1274,2844,483
October,G,G-4 ST1,5-Dec-05,153,158,254,1.11,2584,901,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),79,4.5,1300,2940,617
October,G,G-4 ST1,14-Jan-06,115,165,254,1.11,2584,901,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4.8,1300,3993,799
October,G,G-4 ST1,15-Jan-06,115,165,254,1.11,2584,901,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,4.8,1299,3826,421
October,G,G-4 ST1,16-Jan-06,125,165,254,1.11,2584,901,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),91,4.8,1303,3562,321
October,G,G-4 ST1,5-Mar-06,123,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,4.7,1298,3332,333
October,G,G-4 ST1,6-Mar-06,125,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),91,4.8,1301,3557,320
October,G,G-4 ST1,6-Mar-06,123,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,4.7,1298,3634,363
October,G,G-4 ST1,16-Mar-06,123,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,5,1296,3487,384
October,G,G-4 ST1,22-Mar-06,125,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4.8,1311,4078,489
October,G,G-4 ST1,23-Mar-06,115,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,4.8,1309,3483,348
October,G,G-4 ST1,24-Mar-06,125,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,4.8,1306,3614,398
October,G,G-4 ST1,25-Mar-06,125,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),91,4.8,1309,3520,317
October,G,G-4 ST1,26-Mar-06,125,165,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,4.8,1307,4190,461
October,G,G-4 ST1,27-Mar-06,118,163,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4.8,1308,4533,544
October,G,G-4 ST1,28-Mar-06,118,163,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4.8,1309,4416,530
October,G,G-4 ST1,29-Mar-06,138,163,254,1.11,2585,902,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4.8,1305,4262,511
October,G,G-4 ST1,26-Feb-07,130,185,254,1.11,2591,908,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,4.3,1242,4893,636
October,G,G-4 ST1,27-Feb-07,130,168,254,1.11,2591,908,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4.3,1275,4030,484
October,G,G-4 ST1,27-Feb-07,125,184,254,1.11,2591,908,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),84,4.3,1259,4454,713
October,G,G-4 ST1,28-Feb-07,125,173,254,1.11,2591,908,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4.3,1281,4264,512
October,G,G-4 ST1,10-Apr-07,143,163,254,1.11,2591,908,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,4.7,1259,3642,364
October,G,G-4 ST1,2-Aug-07,125,185,254,1.11,2593,910,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,4.4,1254,4896,490
October,G,G-4 ST1,15-Aug-07,128,185,254,1.11,2593,910,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),92,4.3,1254,5030,402
October,G,G-4 ST1,18-Aug-07,125,185,254,1.11,2593,910,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),92,4.3,1245,4871,390
October,G,G-4 ST1,19-Aug-07,130,185,254,1.11,2593,910,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),92,4.3,1250,4828,386
October,G,G-4 ST1,18-Sep-07,135,183,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1262,5471,1587
October,G,G-4 ST1,19-Sep-07,115,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1264,4931,1430
October,G,G-4 ST1,20-Sep-07,130,182,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,5,1262,5004,1501
October,G,G-4 ST1,3-Oct-07,130,170,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,5,1249,5238,1571
October,G,G-4 ST1,4-Oct-07,135,180,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1256,5241,1520
October,G,G-4 ST1,5-Oct-07,130,182,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1249,5093,1477
October,G,G-4 ST1,6-Oct-07,130,180,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,5,1212,5091,1527
October,G,G-4 ST1,7-Oct-07,128,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1261,4854,1408
October,G,G-4 ST1,8-Oct-07,125,180,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1265,4927,1429
October,G,G-4 ST1,18-Oct-07,140,185,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5.2,1255,5285,1533
October,G,G-4 ST1,19-Oct-07,130,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5.2,1255,4937,1432
October,G,G-4 ST1,20-Oct-07,130,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5.1,1254,5329,1545
October,G,G-4 ST1,21-Oct-07,130,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5.2,1253,5308,1539
October,G,G-4 ST1,22-Oct-07,143,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5.1,1250,5203,1509
October,G,G-4 ST1,23-Oct-07,123,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,5,1247,5249,1575
October,G,G-4 ST1,24-Oct-07,130,183,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1246,5109,1482
October,G,G-4 ST1,25-Oct-07,125,184,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,5,1255,5144,1543
October,G,G-4 ST1,26-Oct-07,120,183,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1269,4724,1370
October,G,G-4 ST1,27-Oct-07,130,172,254,1.11,2594,911,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),71,5,1472,4398,1275
October,G,G-4 ST1,4-Feb-08,113,164,254,1.11,2596,913,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),72,4.5,1280,3868,1083
October,G,G-4 ST1,4-Feb-08,113,164,254,1.11,2596,913,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),72,4.5,1280,3937,1102
October,G,G-4 ST1,5-Feb-08,110,177,254,1.11,2596,913,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4.5,1286,4117,823
October,G,G-4 ST1,5-Feb-08,110,177,254,1.11,2596,913,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4.5,1285,4604,921
October,G,G-4 ST1,6-Feb-08,115,174,254,1.11,2596,913,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),79,4.5,1296,4246,892
October,G,G-4 ST1,7-Feb-08,128,173,254,1.11,2596,913,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,4.5,1285,4540,681
October,G,G-4 ST1,8-Feb-08,125,185,254,1.11,2596,913,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),81,4.4,1285,4607,875
October,G,G-4 ST1,22-May-08,130,163,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),69,5,1298,3897,1208
October,G,G-4 ST1,23-May-08,135,164,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),75,5,1292,4100,1025
October,G,G-4 ST1,24-May-08,130,165,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,5,1311,4195,545
October,G,G-4 ST1,24-May-08,130,167,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,5,1311,4195,545
October,G,G-4 ST1,25-May-08,125,163,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,5,1310,4315,518
October,G,G-4 ST1,26-May-08,125,166,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,5,1314,4129,537
October,G,G-4 ST1,27-May-08,125,165,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,5,1310,4133,537
October,G,G-4 ST1,28-May-08,130,159,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,5,1310,3798,646
October,G,G-4 ST1,29-May-08,140,154,254,1.11,2598,915,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),75,5,1295,3778,945
October,G,G-4 ST1,10-Oct-08,175,126,254,1.11,2600,917,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),73,4.3,1274,3103,838
October,G,G-4 ST1,11-Oct-08,175,141,254,1.11,2600,917,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,4.3,1286,3269,981
October,G,G-4 ST1,12-Oct-08,130,127,254,1.11,2600,917,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),74,4.5,1289,3384,880
October,G,G-4 ST1,7-Nov-08,145,134,254,1.11,2604,921,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,5.5,1054,3046,670
October,G,G-4 ST1,13-Nov-08,115,137,254,1.11,2605,922,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,5,915,3078,369
October,G,G-4 ST1,14-Nov-08,118,139,254,1.11,2605,922,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,5,926,3214,321
October,G,G-4 ST1,26-Jan-09,170,134,254,1.11,2619,936,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),76,3.7,1191,3505,841
October,G,G-4 ST1,27-Jan-09,160,136,254,1.11,2619,936,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,3.7,1242,3712,742
October,G,G-4 ST1,18-Feb-09,118,140,254,1.11,2623,940,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,5,1099,3370,337
October,G,G-4 ST1,19-Feb-09,125,145,254,1.11,2623,940,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,5.3,1104,3614,434
October,G,G-4 ST1,26-Apr-09,135,135,254,1.11,2635,952,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,5,1154,2882,519
October,G,G-4 ST1,27-Apr-09,130,135,254,1.11,2635,952,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,5,1135,2539,457
October,G,G-4 ST1,28-Apr-09,135,120,254,1.11,2635,952,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,5,1141,3041,547
October,G,G-4 ST1,7-May-09,115,138,254,1.11,2637,954,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,5,1110,3654,658
October,G,G-4 ST1,8-May-09,110,141,254,1.11,2637,954,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,4.5,1118,3361,605
October,G,G-4 ST1,9-May-09,115,134,254,1.11,2637,954,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,4.5,1160,3080,554
October,G,G-4 ST1,10-May-09,115,127,254,1.11,2638,955,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,4.6,984,2698,459
October,G,G-4 ST1,11-May-09,125,130,254,1.11,2638,955,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.5,1222,2733,601
October,G,G-4 ST1,20-Oct-09,135,123,254,1.11,2659,976,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,4,1056,2958,414
October,G,G-4 ST1,21-Oct-09,125,123,254,1.11,2659,976,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,4.5,1064,2887,520
October,G,G-4 ST1,28-Oct-09,115,143,254,1.11,2659,976,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),73,4.7,1060,3642,983
October,G,G-4 ST1,3-Nov-09,125,128,254,1.11,2659,976,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4.7,1104,3354,671
October,G,G-4 ST1,4-Nov-09,130,124,254,1.11,2659,976,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,4.6,1078,2632,579
October,G,G-4 ST1,20-Feb-10,350,133,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),69,3.5,1000,2362,732
October,G,G-4 ST1,24-Feb-10,110,122,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,3.7,979,2869,861
October,G,G-4 ST1,27-Feb-10,115,151,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,3,1070,3072,522
October,G,G-4 ST1,28-Feb-10,145,153,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,3.6,989,3094,464
October,G,G-4 ST1,1-Mar-10,145,155,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),70,3.4,915,3222,967
October,G,G-4 ST1,2-Mar-10,145,156,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,3.3,915,3120,530
October,G,G-4 ST1,4-Mar-10,115,156,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.3,904,3655,804
October,G,G-4 ST1,5-Mar-10,125,156,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.2,912,3526,776
October,G,G-4 ST1,6-Mar-10,125,155,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),75,3.2,954,3660,915
October,G,G-4 ST1,7-Mar-10,125,156,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,3.5,910,3795,683
October,G,G-4 ST1,8-Mar-10,115,157,254,1.11,2656,973,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.5,907,3534,777
October,G,G-4 ST1,28-Mar-10,108,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,3.6,902,2930,352
October,G,G-4 ST1,29-Mar-10,155,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,3.5,902,2928,351
October,G,G-4 ST1,31-Mar-10,155,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,3.5,904,2999,330
October,G,G-4 ST1,1-Apr-10,125,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,3.5,915,2909,349
October,G,G-4 ST1,2-Apr-10,110,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,3.5,908,2903,377
October,G,G-4 ST1,3-Apr-10,110,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),84,3.5,899,2851,456
October,G,G-4 ST1,4-Apr-10,115,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,3.5,902,2986,358
October,G,G-4 ST1,5-Apr-10,115,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,3.5,902,2955,355
October,G,G-4 ST1,6-Apr-10,115,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,3.5,902,2973,357
October,G,G-4 ST1,7-Apr-10,115,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,3.5,901,2949,354
October,G,G-4 ST1,8-Apr-10,115,157,254,1.11,2655,972,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,3.5,906,2899,319
October,G,G-4 ST1,7-Jan-11,120,158,254,1.11,2649,966,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4.6,988,3282,394
October,G,G-4 ST1,8-Jan-11,135,157,254,1.11,2648,965,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),84,4.6,1025,2875,460
October,G,G-5,18-Apr-04,135,165,245,1.08,2663,980,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,4.5,1040,4866,1071
October,G,G-5,28-Apr-04,130,150,245,1.08,2665,982,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.6,900,4508,992
October,G,G-5,8-May-04,120,162,245,1.08,2667,984,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.5,951,3600,792
October,G,G-5,7-Oct-04,148,162,245,1.08,2676,993,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),78,3.4,857,3306,727
October,G,G-5,10-Mar-06,120,140,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),92,4.2,999,4189,335
October,G,G-5,22-Jun-06,123,150,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,3.9,873,3975,398
October,G,G-5,23-Jun-06,120,155,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,3.9,990,3141,346
October,G,G-5,24-Jun-06,130,145,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,4.1,946,4438,577
October,G,G-5,25-Jun-06,160,150,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,4.2,951,4645,604
October,G,G-5,25-Nov-06,130,129,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,4.1,1011,3235,356
October,G,G-5,1-Dec-06,125,141,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4,879,3305,661
October,G,G-5,11-Dec-06,110,126,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),84,4,1004,2806,449
October,G,G-5,14-Mar-07,115,156,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,4,877,3477,452
October,G,G-5,27-Jul-07,113,160,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,3.8,860,3690,738
October,G,G-5,28-Jul-07,118,145,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4.2,962,4062,812
October,G,G-5,29-Jul-07,140,140,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4.2,1005,3755,751
October,G,G-5,30-Jul-07,148,138,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4,1013,3411,682
October,G,G-5,30-Oct-07,118,127,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),80,4.3,977,3282,656
October,G,G-5,7-Jan-08,120,129,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),74,3.5,1000,3132,814
October,G,G-5,23-Jan-08,125,156,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),89,3.8,833,3598,396
October,G,G-5,24-Jan-08,120,127,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,3.6,913,2780,417
October,G,G-5,9-Feb-08,118,130,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,3.8,1060,3417,513
October,G,G-5,10-Feb-08,115,123,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),81,2.7,1044,2492,473
October,G,G-5,14-Feb-08,135,138,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,4.5,1002,4090,573
October,G,G-5,18-Apr-08,140,130,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),88,4,1075,3624,435
October,G,G-5,9-Jun-08,130,134,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.5,1075,3022,423
October,G,G-5,10-Jun-08,135,130,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,3.5,1027,2621,446
October,G,G-5,20-Jun-08,145,136,245,1.08,2700,1017,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.7,1018,3793,531
October,G,G-5,23-Aug-08,110,139,245,1.08,2701,1018,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,3.8,1027,3276,491
October,G,G-5,29-Oct-08,180,137,245,1.08,2703,1020,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.8,992,4696,657
October,G,G-5,30-Oct-08,100,155,245,1.08,2703,1020,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),90,3.8,991,3195,320
October,G,G-5,31-Oct-08,110,135,245,1.08,2703,1020,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),79,3.8,1005,2880,605
October,G,G-5,16-Nov-08,155,126,245,1.08,2703,1020,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,3.7,1058,3251,423
October,G,G-5,1-Feb-09,143,133,245,1.08,2704,1021,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),84,4.2,806,3302,528
October,G,G-5,3-Feb-09,125,128,245,1.08,2704,1021,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,3.9,994,3294,494
October,G,G-5,15-Mar-09,125,125,245,1.08,2705,1022,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,4.3,914,3025,393
October,G,G-5,25-Mar-09,150,131,245,1.08,2705,1022,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,3.8,974,3149,567
October,G,G-5,26-Mar-09,130,130,245,1.08,2705,1022,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,3.8,947,3535,460
October,G,G-5,9-Jun-09,165,133,245,1.08,2707,1024,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.6,1023,3566,499
October,G,G-5,10-Jun-09,155,133,245,1.08,2707,1024,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.6,1065,3536,495
October,G,G-5,11-Jun-09,135,135,245,1.08,2707,1024,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.6,1034,3465,485
October,G,G-5,12-Jun-09,150,135,245,1.08,2707,1024,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.6,1022,3665,513
October,G,G-5,13-Jun-09,150,129,245,1.08,2707,1024,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.6,1067,3359,470
October,G,G-5,8-Aug-09,130,130,245,1.08,2708,1025,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.4,925,3450,483
October,G,G-5,18-Sep-09,120,132,245,1.08,2709,1026,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,3.5,956,3284,493
October,G,G-5,23-Oct-09,125,130,245,1.08,2709,1026,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.5,960,2870,402
October,G,G-5,24-Oct-09,125,130,245,1.08,2709,1026,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),86,3.6,920,3003,420
October,G,G-5,9-Dec-09,149,145,245,1.08,2710,1027,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,4.2,932,3898,702
October,G,G-5,10-Dec-09,149,141,245,1.08,2710,1027,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,4.2,932,3898,702
October,G,G-5,13-Dec-09,145,140,245,1.08,2710,1027,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),82,4,944,4151,747
October,G,G-5,14-Dec-09,145,143,245,1.08,2710,1027,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,4,945,3964,674
October,G,G-5,15-Dec-09,155,144,245,1.08,2710,1027,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),83,4,956,4056,690
October,G,G-5,13-Mar-10,115,136,245,1.08,2712,1029,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),96,3.7,966,4268,171
October,G,G-5,16-Mar-10,155,127,245,1.08,2712,1029,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),96,3.7,930,3109,124
October,G,G-5,17-Mar-10,125,127,245,1.08,2712,1029,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),96,3.7,775,2916,117
October,G,G-5,25-Mar-10,115,144,245,1.08,2712,1029,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),87,3.5,936,3974,517
October,G,G-5,26-Mar-10,125,139,245,1.08,2712,1029,Nubia October,Big bore 5.5 short*(4.5*3.5 joints),85,2.7,703,4442,666
October,G,G-5,31-Mar-21,205,128,240,1.11,2115,164,Nezzazat October,Normal 4.5 short*3.5,3,2,1320,2020,1960
October,G,G-5,11-Apr-21,113,128,240,1.11,2087,136,Nezzazat October,Normal 4.5 short*3.5,2,0.5,895,1763,1728
October,G,G-5,1-May-21,100,130,240,1.11,2037,86,Nezzazat October,Normal 4.5 short*3.5,2,0.5,790,1579,1547
October,G,G-5,15-May-21,105,122,240,1.11,2001,50,Nezzazat October,Normal 4.5 short*3.5,0.6,1,800,1421,1412
October,G,G-5,16-May-21,105,124,240,1.11,1999,48,Nezzazat October,Normal 4.5 short*3.5,0.6,1.5,845,1654,1644
October,G,G-5,18-May-21,120,122,240,1.11,1994,43,Nezzazat October,Normal 4.5 short*3.5,0.6,1,800,1486,1477
October,G,G-5,30-May-21,125,123,240,1.11,1964,13,Nezzazat October,Normal 4.5 short*3.5,0.6,1,780,1401,1392
October,G,G-5,1-Jun-21,103,123,240,1.11,1958,7,Nezzazat October,Normal 4.5 short*3.5,0.6,1.5,790,1491,1482
